Source	Target	Weight_Source_Target	Weight_Target_Source	Annotation
disease	headache	51	4	TBD
duodenal_ulcer	h._pylorus_infection	15	2	TBD
illness	pain	264	17	TBD
high_cholesterol	heart_disease	183	4	TBD
anxiety	erectile_dysfunction	53	11	TBD
dehydration	electrolyte_imbalance	23	2	TBD
infection	dehydration	14	2	TBD
bacteria	condition	182	4	TBD
flu	fatigue	16	2	TBD
explosion	damage	160	10	TBD
earthquake	wave	13	3	TBD
event	depression	51	2	TBD
frustration	anger	160	8	TBD
diabetes	hyperglycemia	43	10	TBD
flu	symptom	180	5	TBD
atherosclerosis	disease	71	2	TBD
disease	indigestion	41	3	TBD
deficiency	anxiety	54	4	TBD
stress	toxin	6	2	TBD
obesity	cancer	145	4	TBD
anemia	complication	14	2	TBD
experience	stress	8	2	TBD
diabetes	cardiovascular_disease	39	4	TBD
inflammation	pinched_nerve	22	2	TBD
abnormal_cell_growth	cancer	11	2	TBD
tissue_damage	pain	66	5	TBD
work	discovery	27	3	TBD
low_self_esteem	depression	21	3	TBD
defect	fire	28	2	TBD
inflammation	aging	76	18	TBD
addiction	problem	143	28	TBD
cold	symptom	131	5	TBD
stress	ocd	9	3	TBD
obesity	disease	707	109	TBD
free_radical	chain_reaction	13	3	TBD
conflict	failure	10	2	TBD
terrorism	violence	15	3	TBD
stress	shallow_breathing	22	5	TBD
condition	blindness	235	6	TBD
violence	retaliation	7	2	TBD
fibromyalgia	symptom	245	16	TBD
plaque	atherosclerosis	27	5	TBD
hypercalcemia	kidney_failure	9	2	TBD
abuse	mental_illness	9	2	TBD
development	change	32	8	TBD
aging	wrinkle	609	12	TBD
metabolic_syndrome	heart_disease	33	2	TBD
stress	mistake	9	3	TBD
bacteria	plaque	89	14	TBD
hypertension	kidney_failure	105	11	TBD
illness	miscarriage	16	2	TBD
rain	water	11	2	TBD
wealth	happiness	12	3	TBD
war	chaos	73	4	TBD
severe_brain_damage	coma	7	2	TBD
free_radical	cancer	332	37	TBD
divorce	depression	13	3	TBD
environmental_factor	stress	10	2	TBD
malnutrition	weight_loss	15	2	TBD
condition	poor_circulation	24	8	TBD
heavy_period	anemia	10	2	TBD
landslide	loss	6	1	TBD
animal	disease	21	2	TBD
virus	herpes	41	3	TBD
scoliosis	pain	46	2	TBD
arrhythmia	heart_disease	12	2	TBD
bacteria	human_disease	44	6	TBD
problem	suspension	7	2	TBD
medication	high_blood_pressure	12	2	TBD
hpv_type	cancer	15	5	TBD
chemical	pain	423	9	TBD
inflammation	weight_gain	19	2	TBD
cancer	molecule	14	4	TBD
diabetes	coronary_heart_disease	22	5	TBD
behavior	distress	55	7	TBD
bacteria	dental_caries	17	5	TBD
frustration	depression	31	3	TBD
muscle_spasm	pain	275	18	TBD
personal_injury	damage	40	2	TBD
metabolic_disorder	insulin_resistance	8	2	TBD
leakage	damage	16	2	TBD
infection	antibody	24	2	TBD
looting	death	10	3	TBD
stress	heart_palpitation	9	2	TBD
substance_abuse	problem	96	6	TBD
heart_attack	chest_pain	119	20	TBD
religion	violence	210	3	TBD
obesity	high_cholesterol	31	9	TBD
feeling_of_helplessness	depression	6	2	TBD
war	change	78	4	TBD
surgery	serious_complication	12	2	TBD
irritation	skin_infection	128	8	TBD
disease	nausea	42	9	TBD
atherosclerosis	stroke	262	4	TBD
blockage	stroke	110	3	TBD
earthquake	landslide	227	2	TBD
virtue	happiness	51	3	TBD
fungi	disease	351	25	TBD
cancer	anemia	57	3	TBD
stroke	brain_injury	85	6	TBD
incident	injury	410	3	TBD
ignorance	action	37	5	TBD
smoking	emphysema	337	10	TBD
sin	brokenness	9	2	TBD
loss_of_bone_mass	osteoporosis	17	3	TBD
mutation	disorder	137	5	TBD
situation	anxiety	69	10	TBD
periodontal_disease	inflammation	104	3	TBD
indigestion	headache	18	3	TBD
injury	medical_condition	25	7	TBD
global_warming	change	142	9	TBD
accident	legal_cost	10	3	TBD
infection	urethritis	17	2	TBD
ischemia	injury	11	3	TBD
dehydration	kidney_failure	19	2	TBD
phobia	panic_attack	15	3	TBD
diabetes	poor_circulation	45	3	TBD
inflammation	problem	57	3	TBD
injury	complication	66	11	TBD
symptom	diagnosis	84	10	TBD
weight_gain	metabolic_syndrome	10	3	TBD
pain	emotional_stress	21	7	TBD
infection	ulceration	10	3	TBD
acid_reflux_disease	heartburn	84	3	TBD
allergen	asthma	96	9	TBD
menopause	hormone_imbalance	72	9	TBD
chronic_pain	problem	18	6	TBD
vaccine	autism	1192	2	TBD
injury	pain	1012	27	TBD
obesity	high_level_of_insulin	18	3	TBD
strain	condition	26	6	TBD
financial_problem	divorce	27	8	TBD
complication	blindness	73	6	TBD
war	confusion	13	2	TBD
long-term_effect	damage	9	2	TBD
sleep_disorder	problem	21	6	TBD
irritable_bowel_syndrome	constipation	133	3	TBD
cruelty	pain	9	3	TBD
constipation	problem	50	5	TBD
accident	fatality	269	2	TBD
breast_cancer	symptom	33	3	TBD
poverty	poor_health	59	17	TBD
controversy	lawsuit	6	2	TBD
variation	disease	15	4	TBD
difficulty	death	9	2	TBD
infection	inflammation	398	38	TBD
problem	ache	27	3	TBD
surprise	death	47	2	TBD
war	famine	83	6	TBD
food	heartburn	41	5	TBD
renal_artery_stenosis	high_blood_pressure	5	1	TBD
a	b	101	28	TBD
gene	illness	10	3	TBD
iron_deficiency	condition	12	2	TBD
drug	adverse_reaction	123	4	TBD
disease	shame	12	3	TBD
incident	civil_war	6	2	TBD
drug	addiction	144	10	TBD
cancer	effect	25	8	TBD
action	damage	235	12	TBD
tinnitus	symptom	23	3	TBD
hatred	violence	45	7	TBD
change	osteoporosis	56	6	TBD
earthquake	tsunami	593	9	TBD
injury	impairment	38	5	TBD
medical_condition	disability	17	2	TBD
drug_use	symptom	6	2	TBD
cellular_damage	disease	31	8	TBD
alcoholism	violence	10	2	TBD
problem	crash	53	3	TBD
hpv_infection	cervical_cancer	96	5	TBD
anger	destruction	8	2	TBD
social_isolation	depression	67	15	TBD
hospitalization	death	9	3	TBD
disease	loss	178	21	TBD
stress	physical_illness	77	2	TBD
endometriosis	infertility	528	9	TBD
stress	binge_eating	8	2	TBD
acne	pimple	47	2	TBD
fear	poverty	30	3	TBD
war	death	632	7	TBD
tumor	condition	48	8	TBD
condition	tiredness	9	2	TBD
fear	failure	27	2	TBD
depression	sleeplessness	42	5	TBD
cure	disease	6	2	TBD
problem	decrease	13	2	TBD
issue	misunderstanding	6	2	TBD
heart_failure	symptom	21	6	TBD
drug	behavior	37	3	TBD
obesity	symptom	19	3	TBD
stress	disease	539	133	TBD
disorder	dementia	60	15	TBD
guilt	fear	22	5	TBD
condition	dizziness	35	3	TBD
arrhythmia	sudden_death	47	2	TBD
abuse	behavior	19	5	TBD
air_pollution	acid_rain	67	8	TBD
inflammation	fever	20	6	TBD
stress	constipation	27	6	TBD
surgery	issue	85	28	TBD
diabetes	damage	143	9	TBD
change	stress	178	29	TBD
selfishness	evil	6	2	TBD
accident	traffic	19	2	TBD
disability	fatigue	12	4	TBD
insomnia	fatigue	38	7	TBD
migraine_headache	pain	82	4	TBD
irritation	diaper_rash	9	3	TBD
insomnia	symptom	57	19	TBD
mental_phenomenon	physical_phenomenon	6	2	TBD
mutation	cancer	526	71	TBD
lightning	thunder	116	8	TBD
variation	difference	16	5	TBD
gerd	acid_reflux	9	3	TBD
anxiety	restlessness	20	2	TBD
negligence	injury	1566	4	TBD
flood	landslide	25	2	TBD
motion_sickness	vertigo	57	4	TBD
adverse_event	surgery	15	3	TBD
situation	conflict	46	2	TBD
stress	ailment	50	5	TBD
insect	stress	10	2	TBD
sleep_disorder	insomnia	23	3	TBD
cholesterol	obesity	22	3	TBD
noise	tinnitus	19	4	TBD
disease	immunosuppression	18	6	TBD
arthritis	damage	36	8	TBD
ptsd	anxiety	29	8	TBD
water	cancer	37	2	TBD
stroke	complication	1069	67	TBD
change	improvement	139	6	TBD
kidney_infection	symptom	6	2	TBD
aging	arthritis	47	5	TBD
event_a	event_b	15	3	TBD
anger	crime	8	2	TBD
headache	pain	214	30	TBD
fear	paralysis	44	4	TBD
heart_attack	pain	80	10	TBD
damage	scarring	18	3	TBD
stress	impotence	62	4	TBD
premature_birth	problem	25	7	TBD
diabetes	high_blood_glucose_level	26	3	TBD
bacteria	foot_odor	36	5	TBD
condition	epilepsy	31	3	TBD
hypertension	heart_disease	106	4	TBD
pain	sleep_disturbance	21	4	TBD
stress	allergy	33	5	TBD
event	trauma	54	6	TBD
disability	failure	17	3	TBD
migration	population_growth	17	3	TBD
medical_condition	weight_gain	45	12	TBD
diabetes	chronic_kidney_disease	143	3	TBD
damage	symptom	75	9	TBD
sin	fear	292	4	TBD
bronchitis	inflammation	43	2	TBD
deficiency	dementia	22	5	TBD
increase	decrease	23	7	TBD
dna_damage	aging	32	5	TBD
climate_change	environmental_degradation	19	4	TBD
development	problem	59	3	TBD
cancer	fatigue	35	2	TBD
vomiting	dehydration	227	14	TBD
fracture	complication	13	4	TBD
side_effect	weight_loss	14	2	TBD
heart_failure	illness	54	3	TBD
uncertainty	fear	41	5	TBD
action	conflict	24	7	TBD
cancer	symptom	546	11	TBD
allergy	eczema	59	12	TBD
revolution	civil_war	31	3	TBD
gum_disease	bad_breath	75	9	TBD
unemployment	poverty	60	10	TBD
fraud	loss	251	16	TBD
high_blood_pressure	problem	57	7	TBD
water	flood	9	3	TBD
christmas	tradition	10	3	TBD
emotional_abuse	depression	13	2	TBD
stress	heart_attack	176	3	TBD
gout	diabetes	58	4	TBD
injustice	poverty	33	6	TBD
disability	death	42	4	TBD
stress	family_problem	6	2	TBD
trauma	fracture	53	2	TBD
loss	depression	102	6	TBD
removal	injury	6	2	TBD
anxiety	stuttering	9	2	TBD
sport	injury	139	3	TBD
illness	loss	55	11	TBD
osteoarthritis	inflammation	245	14	TBD
disability	discrimination	21	3	TBD
acne	problem	71	2	TBD
pain	nausea	62	12	TBD
skin_condition	inflammation	32	6	TBD
water	life	13	2	TBD
death	resurrection	29	2	TBD
multiple_sclerosis	symptom	85	2	TBD
pollution	environmental_degradation	11	3	TBD
interest	inflation	12	2	TBD
disorder	symptom	473	20	TBD
war	injury	38	5	TBD
war	problem	62	12	TBD
anger	sin	34	10	TBD
greenhouse_gas_emission	global_warming	198	16	TBD
flu	fever	77	2	TBD
narcolepsy	cataplexy	54	10	TBD
disorder	chronic_pain	19	3	TBD
personal_problem	stress	16	2	TBD
sin	guilt	328	3	TBD
sleep_apnea	excessive_daytime_sleepiness	30	2	TBD
global_warming	event	22	4	TBD
loss_of_sleep	depression	12	2	TBD
death	permanent_disability	11	3	TBD
high_blood_pressure	cardiovascular_disease	38	3	TBD
feeling	behavior	32	5	TBD
baptism	salvation	16	4	TBD
autoimmune_disease	chronic_inflammation	18	5	TBD
failure	loss	103	3	TBD
condition	anemia	60	7	TBD
condition	edema	44	5	TBD
marriage	scandal	14	2	TBD
bacteria	pneumonia	423	21	TBD
stress	female_hair_loss	9	2	TBD
hospitalization	stress	20	6	TBD
vitamin_d_deficiency	disease	51	13	TBD
chronic_pain	anxiety	44	6	TBD
isolation	problem	21	3	TBD
gambling	problem	59	5	TBD
conviction	problem	7	2	TBD
symptom	interference	12	2	TBD
fear	racism	17	3	TBD
inflammation	atherosclerosis	51	5	TBD
stress	fatigue	192	20	TBD
disease	weight_loss	131	6	TBD
stress	symptom	346	42	TBD
mutation	resistance	73	22	TBD
malfunction	disease	32	4	TBD
judgment	anger	14	2	TBD
inflammation	discomfort	52	2	TBD
environmental_degradation	disaster	7	2	TBD
serious_condition	symptom	33	4	TBD
problem	termination	15	5	TBD
transformation	death	9	2	TBD
cancer	death	2859	8	TBD
childhood_obesity	problem	12	2	TBD
sin	death	1223	22	TBD
waste	problem	27	3	TBD
cancer	illness	49	9	TBD
drought	water_shortage	66	4	TBD
stress	hallucination	16	5	TBD
infection	redness	49	2	TBD
disability	functional_limitation	56	5	TBD
withdrawal	death	22	3	TBD
exposure	cancer	236	8	TBD
poverty	malnutrition	106	8	TBD
glaucoma	high_intraocular_pressure	6	2	TBD
pressure	anxiety	36	3	TBD
quantity	quality	41	8	TBD
depression	child_abuse	12	3	TBD
high_cholesterol	condition	17	2	TBD
inactivity	obesity	65	4	TBD
constipation	discomfort	42	9	TBD
malnutrition	symptom	18	3	TBD
happiness	success	24	8	TBD
data	error	15	3	TBD
stress	exhaustion	25	4	TBD
toxin	disease	360	17	TBD
schizophrenia	hallucination	76	4	TBD
stress	suffering	32	4	TBD
cardiac_arrest	death	317	4	TBD
drug_use	problem	173	7	TBD
health_problem	disability	8	2	TBD
intervention	failure	15	2	TBD
conflict	separation	16	5	TBD
blockage	problem	40	12	TBD
particle	infection	6	2	TBD
infection	anemia	37	5	TBD
exposure_to_asbestos	mesothelioma	451	18	TBD
stroke	brain_damage	174	5	TBD
hypertension	stroke	291	4	TBD
hiv_infection	aid	86	3	TBD
disability	stigma	43	5	TBD
chain_of_event	incident	9	3	TBD
condition	dementia	112	3	TBD
conflict	war	64	10	TBD
virus	infection	2042	16	TBD
pregnancy	anemia	7	2	TBD
leaky_gut_syndrome	food_allergy	21	2	TBD
leak	problem	43	10	TBD
laughter	tear	16	2	TBD
behavior	disruption	6	2	TBD
global_warming	fire	47	6	TBD
event	change	81	2	TBD
drug_abuse	illness	16	4	TBD
infection	cancer	223	28	TBD
sickness	fever	13	2	TBD
stress	failure	92	9	TBD
inflammation	abnormality	27	5	TBD
conjunctivitis	irritation	23	4	TBD
alcohol	illness	129	4	TBD
neglect	condition	55	13	TBD
asbestos	disease	276	2	TBD
event	trial	52	3	TBD
symptom	distress	61	11	TBD
osteoporosis	immobility	15	4	TBD
storm	cold_front	12	2	TBD
knowledge	power	39	3	TBD
infection	diarrhea	826	5	TBD
asthma	anxiety	11	3	TBD
infection	disease	495	109	TBD
gingivitis	periodontal_disease	36	2	TBD
mismanagement	failure	10	2	TBD
event	discovery	34	4	TBD
prozac	anxiety	9	2	TBD
fibromyalgia	depression	50	5	TBD
infection	constipation	6	2	TBD
disorder	headache	26	6	TBD
problem	black_hole	16	5	TBD
injury	stiffness	82	6	TBD
anxiety	repression	7	2	TBD
condition	emotional_distress	38	2	TBD
problem	headache	60	17	TBD
co2	global_warming	236	9	TBD
stress	hair_loss	550	32	TBD
sebaceous_gland	acne	9	2	TBD
muscle_spasm	inflammation	19	3	TBD
stress	disability	11	3	TBD
insomnia	problem	108	11	TBD
cell_damage	cancer	103	4	TBD
abuse	homosexuality	10	3	TBD
stress	death	179	18	TBD
birth	death	77	10	TBD
chemical	harm	124	4	TBD
tooth_decay	infection	113	15	TBD
lack_of_sleep	symptom	23	3	TBD
misunderstanding	conflict	66	6	TBD
god	death	49	3	TBD
seizure	loss_of_consciousness	39	2	TBD
physical_condition	depression	18	2	TBD
overactive_immune_system	inflammation	32	3	TBD
flooding	problem	49	7	TBD
chemical_imbalance	anxiety	43	3	TBD
investigation	arrest	51	2	TBD
issue	addiction	15	5	TBD
unemployment	problem	33	3	TBD
condition	heart_attack	435	17	TBD
accident	personal_injury	437	2	TBD
diabetes	long-term_complication	73	2	TBD
headache	nausea	55	12	TBD
malnutrition	illness	49	3	TBD
magnesium_deficiency	condition	14	4	TBD
imbalance	disease	240	5	TBD
volcanic_eruption	earthquake	30	6	TBD
medical_condition	depression	74	7	TBD
mutation	fap	12	4	TBD
mental_illness	social_stigma	31	5	TBD
leak	fire	20	2	TBD
pressure	heat	12	4	TBD
extra_chromosome	down_syndrome	17	2	TBD
explosion	malfunction	12	3	TBD
sexually_transmitted_disease	cervical_cancer	127	5	TBD
asthma	high_blood_pressure	17	4	TBD
behavior	problem	216	30	TBD
neglect	problem	63	15	TBD
offense	accident	13	3	TBD
illness	weight_loss	24	5	TBD
deficiency	illness	76	2	TBD
injury	inflammation	205	15	TBD
disease	abortion	40	8	TBD
dysfunction	pain	30	2	TBD
stress	withdrawal	33	8	TBD
obesity	metabolic_problem	35	6	TBD
spirit	disease	29	4	TBD
excess_weight	type_2_diabetes	19	5	TBD
absence	pain	13	3	TBD
tension	condition	23	6	TBD
heat	increased_blood_flow	15	4	TBD
viagra	side_effect	394	6	TBD
arthritis	pain_in_the_joint	18	2	TBD
disease	anemia	94	4	TBD
illness	tissue_damage	10	3	TBD
stress	aging	22	4	TBD
nausea	anorexia	15	4	TBD
condition	defect	10	2	TBD
aging	cancer	17	3	TBD
bacteria	gingivitis	455	22	TBD
movement	pain	147	3	TBD
change	uncertainty	60	4	TBD
cancer	problem	318	91	TBD
stress	aggression	24	3	TBD
withdrawal	problem	23	4	TBD
effect	problem	21	4	TBD
stress	condition	277	43	TBD
decision	damage	25	2	TBD
condition	pain	3286	44	TBD
thought	anxiety	122	6	TBD
low_level	depression	70	10	TBD
diarrhea	irritation	27	3	TBD
alcohol	violence	80	7	TBD
vibration	sound	105	3	TBD
disease	diarrhea	146	31	TBD
disease	bone_loss	64	5	TBD
problem	lawsuit	28	4	TBD
fall	death	296	6	TBD
action	pain	148	4	TBD
penalty	problem	9	3	TBD
fall	illness	8	2	TBD
obesity	excess_body_fat	16	3	TBD
smoking	bronchitis	104	3	TBD
heart_attack	heart_failure	40	4	TBD
vomiting	weight_loss	13	4	TBD
action	karma	22	4	TBD
panic	phobia	11	2	TBD
germ	infection	155	10	TBD
condition	chronic_pain	121	11	TBD
acne	anxiety	15	5	TBD
chronic_disease	depression	12	2	TBD
stress	weight_gain	222	5	TBD
anxiety_disorder	anxiety	15	3	TBD
mildew	odor	221	14	TBD
exercise	weight_loss	84	8	TBD
obesity	inflammation	69	8	TBD
process	error	10	2	TBD
nutritional_deficiency	depression	17	3	TBD
cold_sore	genital_herpes	67	10	TBD
drug_abuse	problem	102	5	TBD
frustration	behavior	23	5	TBD
toxin	fatigue	20	3	TBD
bacteria	gastroenteritis	21	4	TBD
obesity	hypertension	195	38	TBD
confusion	disaster	12	4	TBD
substance_abuse	mental_illness	12	4	TBD
disease	effect	9	3	TBD
autism	problem	53	2	TBD
condition	impairment	19	2	TBD
investment	job	9	2	TBD
depression	apathy	29	4	TBD
anxiety	symptom	247	53	TBD
varicose_vein	poor_circulation	29	3	TBD
erectile_dysfunction	problem	24	5	TBD
industrial_revolution	change	61	17	TBD
neutron	fission	90	3	TBD
violence	peace	9	2	TBD
diabetes	pain	36	2	TBD
theft	damage	461	2	TBD
difference	problem	55	3	TBD
stress	strain	24	5	TBD
free_radical	inflammation	61	12	TBD
serious_disease	high_blood_pressure	10	3	TBD
emotion	conflict	6	2	TBD
condition	serious_problem	81	2	TBD
isolation	anxiety	9	2	TBD
infection	fatigue	39	2	TBD
death	sadness	36	5	TBD
low_self-esteem	violence	16	3	TBD
varicose_vein	inflammation	10	2	TBD
teaching	learning	15	2	TBD
surgery	complication	292	56	TBD
infection	symptom	306	4	TBD
high_blood_pressure	chronic_kidney_disease	38	12	TBD
dysfunction	illness	10	3	TBD
radiation	cancer	459	17	TBD
gum_disease	problem	17	2	TBD
free_radical	oxidation	91	9	TBD
type_2_diabetes	high_blood_pressure	20	3	TBD
childbirth	complication	66	2	TBD
sale	increase	9	2	TBD
damage	skin_cancer	103	2	TBD
fungus	disease	375	33	TBD
dementia	memory_loss	38	3	TBD
heart_disease	pain	36	3	TBD
drug_addiction	problem	26	2	TBD
stagnation	pain	26	4	TBD
condition	rls	18	3	TBD
trauma	mental_illness	16	2	TBD
confusion	error	614	89	TBD
feeling	anger	11	3	TBD
thought	feeling	54	7	TBD
labour	pain	10	2	TBD
infection	malaria	32	3	TBD
sin	obedience	11	3	TBD
complication	pain	39	11	TBD
tissue_change	cancer	34	3	TBD
condition	disability	115	6	TBD
hiatal_hernia	acid_reflux	42	2	TBD
arthritis	pain	2571	21	TBD
poor_diet	depression	38	2	TBD
inflammation	fibrosis	30	2	TBD
mold	odor	289	21	TBD
injury	soreness	7	2	TBD
motion	heat	21	5	TBD
bacteria	gum_disease	403	122	TBD
data_loss	damage	10	3	TBD
claim	loss	138	4	TBD
system	confusion	6	2	TBD
trauma	stroke	10	3	TBD
stress	joint	9	3	TBD
tension	civil_war	52	2	TBD
fear	mistake	23	3	TBD
action	illness	13	2	TBD
injury	tissue_damage	24	4	TBD
hypoglycemia	seizure	51	7	TBD
anger	illness	13	2	TBD
exposure	disability	17	4	TBD
vicious_cycle	pain	11	2	TBD
disease	infertility	185	4	TBD
rna	protein	6	2	TBD
obesity	health_issue	66	14	TBD
greed	poverty	18	2	TBD
exposure	illness	156	6	TBD
leak	damage	267	9	TBD
fire	destruction	162	4	TBD
color	emotion	67	4	TBD
event	injury	339	18	TBD
exposure_to_asbestos	lung_cancer	110	6	TBD
insecurity	problem	11	2	TBD
migraine	nausea	98	12	TBD
perception	reality	6	2	TBD
tension_headache	pain	42	2	TBD
change	decrease	11	2	TBD
obesity	health_problem	553	18	TBD
symptom	behavior	32	4	TBD
illness	constipation	7	2	TBD
bleeding	pain	15	2	TBD
disease	mental_retardation	25	2	TBD
fault	earthquake	23	4	TBD
side_effect	serious_problem	6	2	TBD
delay	inconvenience	262	7	TBD
reaction	symptom	109	2	TBD
infection	hospitalization	50	3	TBD
overheating	failure	9	3	TBD
damage	fracture	7	2	TBD
stress	back_pain	103	11	TBD
infection	death	1157	19	TBD
diabetes	illness	112	9	TBD
disease	fear	27	9	TBD
infection	illness	228	2	TBD
punishment	stimulus	6	2	TBD
failure	penalty	7	2	TBD
event	stress	84	24	TBD
drug	disorder	29	5	TBD
debt	poverty	7	2	TBD
tension	insomnia	16	5	TBD
effect	depression	20	3	TBD
situation	violence	28	4	TBD
metabolic_syndrome	diabetes	59	4	TBD
smoke	cancer	22	7	TBD
infection	severe_complication	34	5	TBD
lower_price	higher_volume	6	2	TBD
allergy	allergic_rhinitis	6	2	TBD
aging	symptom	112	3	TBD
disease	fatigue	141	8	TBD
emission_of_greenhouse_gas	global_warming	100	3	TBD
failure	disease	12	4	TBD
chronic_bronchitis	emphysema	13	2	TBD
behavior	issue	20	3	TBD
disease	symptom	791	136	TBD
illness	dementia	26	4	TBD
low_serotonin_level	depression	68	13	TBD
anger	aggression	30	3	TBD
insulin_resistance	disease	34	3	TBD
stress	insomnia	338	12	TBD
resistance	loss	15	2	TBD
friction	problem	27	4	TBD
increase_in_revenue	increase	28	4	TBD
hazard	accident	37	3	TBD
mosquito	malaria	65	5	TBD
discrimination	poverty	26	8	TBD
accident	medical_emergency	8	2	TBD
bleeding	infection	130	33	TBD
storm	tornado	99	2	TBD
bacterial_infection	epididymitis	6	2	TBD
retirement	stress	6	2	TBD
drug_abuse	criminal_activity	9	2	TBD
wound	infection	96	8	TBD
decline	decrease	18	3	TBD
age	diabetes	10	3	TBD
inconsistency	problem	21	3	TBD
disease	confusion	57	3	TBD
bacteria	infection	7014	121	TBD
global_climate_change	change	8	2	TBD
move	death	24	2	TBD
stress	sickness	98	2	TBD
stress	hypertension	86	3	TBD
bacteria	bv	19	5	TBD
blood_loss	anemia	119	3	TBD
behavior	action	19	2	TBD
condition	violence	14	3	TBD
disease	cavity	16	5	TBD
prostaglandin	inflammation	32	3	TBD
imbalance	illness	163	15	TBD
weakened_immune_system	condition	26	4	TBD
depression	thought	30	10	TBD
congestive_heart_failure	high_blood_pressure	259	51	TBD
accident	anxiety	6	2	TBD
carbon_emission	climate_change	75	3	TBD
alzheimer_’_s_disease	dementia	211	6	TBD
bankruptcy	problem	90	11	TBD
accident	damage	1393	10	TBD
love	peace	6	2	TBD
procedure	complication	201	2	TBD
yeast	infection	148	2	TBD
complexity	confusion	44	3	TBD
sinusitis	asthma	8	1	TBD
crohn_'s_disease	inflammation	90	4	TBD
reduction	decrease	24	5	TBD
death	defilement	6	2	TBD
fire	engine_failure	23	3	TBD
cancer	health_problem	44	7	TBD
pregnancy	condition	98	5	TBD
pneumonia	death	1349	9	TBD
stress	depression	572	104	TBD
stress	attack	64	14	TBD
pressure	pain	211	5	TBD
problem	downtime	13	3	TBD
defect	injury	264	13	TBD
hypertension	cardiovascular_disease	24	3	TBD
collapse	pain	9	2	TBD
stress	fracture	19	3	TBD
change	complication	10	3	TBD
accident	burn	24	4	TBD
flood	change	13	2	TBD
learning_disability	problem	16	3	TBD
anger	problem	31	10	TBD
tension	war	96	11	TBD
schizophrenia	depression	14	4	TBD
weight_loss	anorexia	70	22	TBD
change_in_the_brain	addiction	9	2	TBD
disease	disability	373	3	TBD
trauma	infection	28	8	TBD
stress	diabetes	85	10	TBD
neck	pain	38	3	TBD
vibration	movement	6	2	TBD
disease	death	2372	25	TBD
obesity	heart_disease	344	32	TBD
change	pain	123	13	TBD
disease	illness	184	25	TBD
crohn_s_disease	inflammation	12	4	TBD
genetic_factor	disease	35	11	TBD
allergy	inflammation	2447	12	TBD
bacterium	pneumonia	153	4	TBD
organism	infection	323	7	TBD
depression	health_problem	113	14	TBD
post_traumatic_stress_disorder	symptom	31	3	TBD
alcoholism	symptom	9	2	TBD
hair_loss	baldness	26	3	TBD
acid_reflux	asthma	16	5	TBD
